"","X","workerid","property","trial_type","rt","trial_num","response","sentence","targetMention","item","type","Property"
"1138",797,37,"is male","free_production",12176,20,"tiger","tiger is male",0,"tiger is male",NA,"are male"
"1139",798,37,"carries malaria","free_production",5263,21,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1140",798,37,"carries malaria","free_production",5263,21,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1141",799,38,"is full-grown","free_production",9511,1,"cat","cat is full-grown",0,"cat is full-grown",NA,"are full-grown"
"1142",800,38,"has a pouch","free_production",6580,2,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1143",800,38,"has a pouch","free_production",6580,2,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1144",801,38,"carries Lyme disease","free_production",5376,3,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"1145",802,38,"lays eggs","free_production",4060,4,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1146",802,38,"lays eggs","free_production",4060,4,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1147",802,38,"lays eggs","free_production",4060,4,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1148",803,38,"is male","free_production",5398,5,"dog","dog is male",0,"dog is male",NA,"are male"
"1149",804,38,"doesnt attack swimmers","free_production",6706,6,"duck","duck doesn't attack swimmers",0,"duck doesn't attack swimmers",NA,"dont attack swimmers"
"1150",805,38,"doesnt eat people","free_production",6330,7,"mouse","mouse doesn't eat people",0,"mouse doesn't eat people",NA,"dont eat people"
"1151",806,38,"doesnt carry malaria","free_production",37917,8,"cat","cat doesn't carry malaria",0,"cat doesn't carry malaria",NA,"dont carry malaria"
"1152",807,38,"is red","free_production",5390,9,"bird","bird is red",0,"bird is red",NA,"are red"
"1153",808,38,"has wings","free_production",4796,10,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1154",808,38,"has wings","free_production",4796,10,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1155",809,38,"doesnt carry Lyme disease","free_production",6924,11,"bird","bird doesn't carry Lyme disease",0,"bird doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1156",810,38,"doesnt have beautiful feathers","free_production",5986,12,"cat","cat doesn't have beautiful feathers",0,"cat doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1157",811,38,"is white","free_production",4366,13,"chicken","chicken is white",0,"chicken is white",NA,"are white"
"1158",811,38,"is white","free_production",4366,13,"chicken","chicken is white",0,"chicken is white",NA,"are white"
"1159",812,38,"is female","free_production",3264,14,"cat","cat is female",0,"cat is female",NA,"are female"
"1160",813,38,"carries malaria","free_production",4216,15,"bat","bat carries malaria",0,"bat carries malaria",NA,"carry malaria"
"1161",813,38,"carries malaria","free_production",4216,15,"bat","bat carries malaria",0,"bat carries malaria",NA,"carry malaria"
"1162",814,38,"is juvenile","free_production",3756,16,"kitten","kitten is juvenile",0,"kitten is juvenile",NA,"are juvenile"
"1163",815,38,"has a mane","free_production",3256,17,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"1164",815,38,"has a mane","free_production",3256,17,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"1165",816,38,"has spots","free_production",3426,18,"cow","cow has spots",0,"cow has spots",NA,"have spots"
"1166",816,38,"has spots","free_production",3426,18,"cow","cow has spots",0,"cow has spots",NA,"have spots"
"1167",817,38,"attacks swimmers","free_production",6840,19,"alligator","alligator attacks swimmers",0,"alligator attacks swimmers",NA,"attack swimmers"
"1168",817,38,"attacks swimmers","free_production",6840,19,"alligator","alligator attacks swimmers",0,"alligator attacks swimmers",NA,"attack swimmers"
"1169",818,38,"eats people","free_production",6814,20,"alligator","alligator eats people",0,"alligator eats people",NA,"eat people"
"1170",819,38,"has beautiful feathers","free_production",4984,21,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1171",820,39,"doesnt carry malaria","free_production",13755,1,"dog","dog doesn't carry malaria",0,"dog doesn't carry malaria",NA,"dont carry malaria"
"1172",821,39,"doesnt attack swimmers","free_production",19142,2,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"1173",822,39,"lays eggs","free_production",7228,3,"duck","duck lays eggs",0,"duck lays eggs",NA,"lay eggs"
"1174",822,39,"lays eggs","free_production",7228,3,"duck","duck lays eggs",0,"duck lays eggs",NA,"lay eggs"
"1175",822,39,"lays eggs","free_production",7228,3,"duck","duck lays eggs",0,"duck lays eggs",NA,"lay eggs"
"1176",823,39,"is male","free_production",8401,4,"monkey","monkey is male",0,"monkey is male",NA,"are male"
"1177",824,39,"is red","free_production",4111,5,"robin","robin is red",0,"robin is red",NA,"are red"
"1178",825,39,"carries malaria","free_production",7022,6,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1179",825,39,"carries malaria","free_production",7022,6,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1180",826,39,"is white","free_production",4944,7,"swan","swan is white",1,"swan is white",NA,"are white"
"1181",826,39,"is white","free_production",4944,7,"swan","swan is white",1,"swan is white",NA,"are white"
"1182",827,39,"attacks swimmers","free_production",7036,8,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1183",827,39,"attacks swimmers","free_production",7036,8,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1184",828,39,"has spots","free_production",10360,9,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1185",828,39,"has spots","free_production",10360,9,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1186",829,39,"is female","free_production",3998,10,"cat","cat is female",0,"cat is female",NA,"are female"
"1187",830,39,"has wings","free_production",2906,11,"bat","bat has wings",0,"bat has wings",NA,"have wings"
"1188",830,39,"has wings","free_production",2906,11,"bat","bat has wings",0,"bat has wings",NA,"have wings"
"1189",831,39,"has beautiful feathers","free_production",6778,12,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1190",832,39,"doesnt carry Lyme disease","free_production",9164,13,"bird","bird doesn't carry Lyme disease",0,"bird doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1191",833,39,"doesnt have beautiful feathers","free_production",9293,14,"crow","crow doesn't have beautiful feathers",0,"crow doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1192",834,39,"has a mane","free_production",6365,15,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1193",834,39,"has a mane","free_production",6365,15,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1194",835,39,"has a pouch","free_production",5458,16,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1195",835,39,"has a pouch","free_production",5458,16,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1196",836,39,"eats people","free_production",8606,17,"tiger","tiger eats people",1,"tiger eats people",NA,"eat people"
"1197",837,39,"is juvenile","free_production",26969,18,"monkey","monkey is juvenile",0,"monkey is juvenile",NA,"are juvenile"
"1198",838,39,"doesnt eat people","free_production",5137,19,"dog","dog doesn't eat people",0,"dog doesn't eat people",NA,"dont eat people"
"1199",839,39,"is full-grown","free_production",4970,20,"elephant","elephant is full-grown",0,"elephant is full-grown",NA,"are full-grown"
"1200",840,39,"carries Lyme disease","free_production",3456,21,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"1201",841,40,"doesnt carry Lyme disease","free_production",8856,1,"flea","flea doesn't carry Lyme disease",0,"flea doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1202",842,40,"carries Lyme disease","free_production",5384,2,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"1203",843,40,"is white","free_production",3212,3,"swan","swan is white",1,"swan is white",NA,"are white"
"1204",843,40,"is white","free_production",3212,3,"swan","swan is white",1,"swan is white",NA,"are white"
"1205",844,40,"has wings","free_production",5289,4,"robin","robin has wings",0,"robin has wings",NA,"have wings"
"1206",844,40,"has wings","free_production",5289,4,"robin","robin has wings",0,"robin has wings",NA,"have wings"
"1207",845,40,"is juvenile","free_production",3441,5,"deer","deer is juvenile",0,"deer is juvenile",NA,"are juvenile"
"1208",846,40,"doesnt have beautiful feathers","free_production",10495,6,"badger","badger doesn't have beautiful feathers",0,"badger doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1209",847,40,"is full-grown","free_production",8619,7,"grasshopper","grasshopper is full-grown",0,"grasshopper is full-grown",NA,"are full-grown"
"1210",848,40,"lays eggs","free_production",4442,8,"butterfly","butterfly lays eggs",0,"butterfly lays eggs",NA,"lay eggs"
"1211",848,40,"lays eggs","free_production",4442,8,"butterfly","butterfly lays eggs",0,"butterfly lays eggs",NA,"lay eggs"
"1212",848,40,"lays eggs","free_production",4442,8,"butterfly","butterfly lays eggs",0,"butterfly lays eggs",NA,"lay eggs"
"1213",849,40,"is female","free_production",5747,9,"frog","frog is female",0,"frog is female",NA,"are female"
"1214",850,40,"has spots","free_production",4776,10,"deer","deer has spots",0,"deer has spots",NA,"have spots"
"1215",850,40,"has spots","free_production",4776,10,"deer","deer has spots",0,"deer has spots",NA,"have spots"
"1216",851,40,"has beautiful feathers","free_production",5368,11,"cardinal","cardinal has beautiful feathers",0,"cardinal has beautiful feathers",NA,"have beautiful feathers"
"1217",852,40,"doesnt carry malaria","free_production",8766,12,"cricket","cricket doesn't carry malaria",0,"cricket doesn't carry malaria",NA,"dont carry malaria"
"1218",853,40,"is male","free_production",9565,13,"bullfrog","bullfrog is male",0,"bullfrog is male",NA,"are male"
"1219",854,40,"has a mane","free_production",7956,14,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"1220",854,40,"has a mane","free_production",7956,14,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"1221",855,40,"has a pouch","free_production",5802,15,"koala","koala has a pouch",0,"koala has a pouch",NA,"have pouches"
"1222",855,40,"has a pouch","free_production",5802,15,"koala","koala has a pouch",0,"koala has a pouch",NA,"have pouches"
"1223",856,40,"carries malaria","free_production",7065,16,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1224",856,40,"carries malaria","free_production",7065,16,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1225",857,40,"doesnt attack swimmers","free_production",8367,17,"angelfish","angelfish doesn't attack swimmers",0,"angelfish doesn't attack swimmers",NA,"dont attack swimmers"
"1226",858,40,"doesnt eat people","free_production",32436,18,"kingfisherbird","kingfisherbird doesn't eat people",0,"kingfisherbird doesn't eat people",NA,"dont eat people"
"1227",859,40,"attacks swimmers","free_production",18558,19,"anaconda","anaconda attacks swimmers",0,"anaconda attacks swimmers",NA,"attack swimmers"
"1228",859,40,"attacks swimmers","free_production",18558,19,"anaconda","anaconda attacks swimmers",0,"anaconda attacks swimmers",NA,"attack swimmers"
"1229",860,40,"is red","free_production",26895,20,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"1230",861,40,"eats people","free_production",18204,21,"tigershark","tigershark eats people",0,"tigershark eats people",NA,"eat people"
"1231",862,41,"doesnt have beautiful feathers","free_production",8859,1,"penguin","penguin doesn't have beautiful feathers",0,"penguin doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1232",863,41,"doesnt carry Lyme disease","free_production",8945,2,"bee","bee doesn't carry Lyme disease",0,"bee doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1233",864,41,"is white","free_production",12684,3,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1234",864,41,"is white","free_production",12684,3,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1235",865,41,"is juvenile","free_production",5595,4,"calf","calf is juvenile",0,"calf is juvenile",NA,"are juvenile"
"1236",866,41,"carries Lyme disease","free_production",13281,5,"emu","emu carries Lyme disease",0,"emu carries Lyme disease",NA,"carry Lyme disease"
"1237",867,41,"lays eggs","free_production",6333,6,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1238",867,41,"lays eggs","free_production",6333,6,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1239",867,41,"lays eggs","free_production",6333,6,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1240",868,41,"has wings","free_production",7886,7,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1241",868,41,"has wings","free_production",7886,7,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1242",869,41,"has beautiful feathers","free_production",5500,8,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1243",870,41,"is red","free_production",6230,9,"ant","ant is red",0,"ant is red",NA,"are red"
"1244",871,41,"has a pouch","free_production",5654,10,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1245",871,41,"has a pouch","free_production",5654,10,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1246",872,41,"is female","free_production",16235,11,"lion","lion is female",0,"lion is female",NA,"are female"
"1247",873,41,"doesnt attack swimmers","free_production",9038,12,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"1248",874,41,"carries malaria","free_production",6172,13,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1249",874,41,"carries malaria","free_production",6172,13,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1250",875,41,"has a mane","free_production",5686,14,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"1251",875,41,"has a mane","free_production",5686,14,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"1252",876,41,"is full-grown","free_production",8601,15,"elephant","elephant is full-grown",0,"elephant is full-grown",NA,"are full-grown"
"1253",877,41,"doesnt eat people","free_production",7449,16,"fly","fly doesn't eat people",0,"fly doesn't eat people",NA,"dont eat people"
"1254",878,41,"attacks swimmers","free_production",5306,17,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1255",878,41,"attacks swimmers","free_production",5306,17,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1256",879,41,"has spots","free_production",10892,18,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1257",879,41,"has spots","free_production",10892,18,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1258",880,41,"doesnt carry malaria","free_production",8726,19,"wasp","wasp doesn't carry malaria",0,"wasp doesn't carry malaria",NA,"dont carry malaria"
"1259",881,41,"is male","free_production",4631,20,"lion","lion is male",1,"lion is male","undiagnostic","are male"
"1260",882,41,"eats people","free_production",7822,21,"tiger","tiger eats people",1,"tiger eats people",NA,"eat people"
"1261",883,42,"has wings","free_production",9273,1,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1262",883,42,"has wings","free_production",9273,1,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1263",884,42,"is red","free_production",9059,2,"bird","bird is red",0,"bird is red",NA,"are red"
"1264",885,42,"doesnt carry malaria","free_production",65665,3,"bear","bear doesn't carry malaria",0,"bear doesn't carry malaria",NA,"dont carry malaria"
"1265",886,42,"doesnt eat people","free_production",44495,4,"hamster","hamster doesn't eat people",0,"hamster doesn't eat people",NA,"dont eat people"
"1266",887,42,"eats people","free_production",25489,5,"bear","bear eats people",0,"bear eats people",NA,"eat people"
"1267",888,42,"doesnt attack swimmers","free_production",7735,6,"goldfish","goldfish doesn't attack swimmers",0,"goldfish doesn't attack swimmers",NA,"dont attack swimmers"
"1268",889,42,"doesnt carry Lyme disease","free_production",29469,7,"koalabear","koalabear doesn't carry Lyme disease",0,"koalabear doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1269",890,42,"is male","free_production",10925,8,"dog","dog is male",0,"dog is male",NA,"are male"
"1270",891,42,"is juvenile","free_production",14514,9,"puppy","puppy is juvenile",0,"puppy is juvenile",NA,"are juvenile"
"1271",892,42,"carries malaria","free_production",21419,10,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1272",892,42,"carries malaria","free_production",21419,10,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1273",893,42,"lays eggs","free_production",23356,11,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1274",893,42,"lays eggs","free_production",23356,11,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1275",893,42,"lays eggs","free_production",23356,11,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1276",894,42,"has beautiful feathers","free_production",36520,12,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1277",895,42,"has spots","free_production",14582,13,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1278",895,42,"has spots","free_production",14582,13,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1279",896,42,"is white","free_production",10083,14,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1280",896,42,"is white","free_production",10083,14,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1281",897,42,"carries Lyme disease","free_production",5482,15,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"1282",898,42,"has a mane","free_production",6655,16,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1283",898,42,"has a mane","free_production",6655,16,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1284",899,42,"has a pouch","free_production",7276,17,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1285",899,42,"has a pouch","free_production",7276,17,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1286",900,42,"attacks swimmers","free_production",8688,18,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1287",900,42,"attacks swimmers","free_production",8688,18,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1288",901,42,"is full-grown","free_production",6990,19,"dog","dog is full-grown",0,"dog is full-grown",NA,"are full-grown"
"1289",902,42,"doesnt have beautiful feathers","free_production",26797,20,"shark","shark doesn't have beautiful feathers",0,"shark doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1290",903,42,"is female","free_production",6890,21,"dog","dog is female",0,"dog is female",NA,"are female"
"1291",904,43,"carries Lyme disease","free_production",11710,1,"fly","fly carries Lyme disease",0,"fly carries Lyme disease",NA,"carry Lyme disease"
"1292",905,43,"doesnt have beautiful feathers","free_production",6207,2,"chicken","chicken doesn't have beautiful feathers",0,"chicken doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1293",906,43,"has beautiful feathers","free_production",11887,3,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1294",907,43,"lays eggs","free_production",4648,4,"fish","fish lays eggs",0,"fish lays eggs",NA,"lay eggs"
"1295",907,43,"lays eggs","free_production",4648,4,"fish","fish lays eggs",0,"fish lays eggs",NA,"lay eggs"
"1296",907,43,"lays eggs","free_production",4648,4,"fish","fish lays eggs",0,"fish lays eggs",NA,"lay eggs"
"1297",908,43,"doesnt attack swimmers","free_production",8944,5,"cat","cat doesn't attack swimmers",0,"cat doesn't attack swimmers",NA,"dont attack swimmers"
"1298",909,43,"is white","free_production",4631,6,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1299",909,43,"is white","free_production",4631,6,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1300",910,43,"is female","free_production",9320,7,"dog","dog is female",0,"dog is female",NA,"are female"
"1301",911,43,"carries malaria","free_production",4656,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1302",911,43,"carries malaria","free_production",4656,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1303",912,43,"doesnt carry malaria","free_production",5440,9,"elephant","elephant doesn't carry malaria",0,"elephant doesn't carry malaria",NA,"dont carry malaria"
"1304",913,43,"has a mane","free_production",3137,10,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1305",913,43,"has a mane","free_production",3137,10,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1306",914,43,"is juvenile","free_production",4426,11,"kitten","kitten is juvenile",0,"kitten is juvenile",NA,"are juvenile"
"1307",915,43,"eats people","free_production",5819,12,"tiger","tiger eats people",1,"tiger eats people",NA,"eat people"
"1308",916,43,"has a pouch","free_production",3984,13,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1309",916,43,"has a pouch","free_production",3984,13,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1310",917,43,"is full-grown","free_production",8568,14,"bear","bear is full-grown",0,"bear is full-grown",NA,"are full-grown"
"1311",918,43,"doesnt eat people","free_production",7552,15,"ant","ant doesn't eat people",0,"ant doesn't eat people",NA,"dont eat people"
"1312",919,43,"is male","free_production",4464,16,"jaguar","jaguar is male",0,"jaguar is male",NA,"are male"
"1313",920,43,"has wings","free_production",4416,17,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1314",920,43,"has wings","free_production",4416,17,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1315",921,43,"has spots","free_production",36561,18,"butterfly","butterfly has spots",0,"butterfly has spots",NA,"have spots"
"1316",921,43,"has spots","free_production",36561,18,"butterfly","butterfly has spots",0,"butterfly has spots",NA,"have spots"
"1317",922,43,"attacks swimmers","free_production",3272,19,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1318",922,43,"attacks swimmers","free_production",3272,19,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1319",923,43,"doesnt carry Lyme disease","free_production",6152,20,"zebra","zebra doesn't carry Lyme disease",0,"zebra doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1320",924,43,"is red","free_production",9784,21,"parrot","parrot is red",0,"parrot is red",NA,"are red"
"1321",925,44,"lays eggs","free_production",13070,1,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1322",925,44,"lays eggs","free_production",13070,1,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1323",925,44,"lays eggs","free_production",13070,1,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1324",926,44,"doesnt attack swimmers","free_production",19486,2,"tunafish","tunafish doesn't attack swimmers",0,"tunafish doesn't attack swimmers",NA,"dont attack swimmers"
"1325",927,44,"carries Lyme disease","free_production",4556,3,"deer","deer carries Lyme disease",0,"deer carries Lyme disease",NA,"carry Lyme disease"
"1326",928,44,"doesnt carry Lyme disease","free_production",9037,4,"tiger","tiger doesn't carry Lyme disease",0,"tiger doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1327",929,44,"is full-grown","free_production",4726,5,"lion","lion is full-grown",0,"lion is full-grown",NA,"are full-grown"
"1328",930,44,"doesnt eat people","free_production",6620,6,"horse","horse doesn't eat people",0,"horse doesn't eat people",NA,"dont eat people"
"1329",931,44,"carries malaria","free_production",7321,7,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1330",931,44,"carries malaria","free_production",7321,7,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1331",932,44,"doesnt carry malaria","free_production",5958,8,"bee","bee doesn't carry malaria",0,"bee doesn't carry malaria",NA,"dont carry malaria"
"1332",933,44,"is female","free_production",4387,9,"dog","dog is female",0,"dog is female",NA,"are female"
"1333",934,44,"is male","free_production",3330,10,"cat","cat is male",0,"cat is male",NA,"are male"
"1334",935,44,"has beautiful feathers","free_production",9704,11,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1335",936,44,"has spots","free_production",65263,12,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1336",936,44,"has spots","free_production",65263,12,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1337",937,44,"is red","free_production",6968,13,"goldfish","goldfish is red",0,"goldfish is red",NA,"are red"
"1338",938,44,"has a mane","free_production",5513,14,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1339",938,44,"has a mane","free_production",5513,14,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1340",939,44,"has wings","free_production",4292,15,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1341",939,44,"has wings","free_production",4292,15,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1342",940,44,"has a pouch","free_production",6122,16,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1343",940,44,"has a pouch","free_production",6122,16,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1344",941,44,"is juvenile","free_production",15748,17,"ape","ape is juvenile",0,"ape is juvenile",NA,"are juvenile"
"1345",942,44,"is white","free_production",8172,18,"sheep","sheep is white",0,"sheep is white",NA,"are white"
"1346",942,44,"is white","free_production",8172,18,"sheep","sheep is white",0,"sheep is white",NA,"are white"
"1347",943,44,"doesnt have beautiful feathers","free_production",44850,19,"pigeon","pigeon doesn't have beautiful feathers",0,"pigeon doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1348",944,44,"attacks swimmers","free_production",15217,20,"tiger","tiger attacks swimmers",0,"tiger attacks swimmers",NA,"attack swimmers"
"1349",944,44,"attacks swimmers","free_production",15217,20,"tiger","tiger attacks swimmers",0,"tiger attacks swimmers",NA,"attack swimmers"
"1350",945,44,"eats people","free_production",23812,21,"mosquito","mosquito eats people",0,"mosquito eats people",NA,"eat people"
"1351",946,45,"doesnt attack swimmers","free_production",5634,1,"shark","shark doesn't attack swimmers",1,"shark doesn't attack swimmers",NA,"dont attack swimmers"
"1352",947,45,"doesnt carry Lyme disease","free_production",4330,2,"ant","ant doesn't carry Lyme disease",0,"ant doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1353",948,45,"lays eggs","free_production",3709,3,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1354",948,45,"lays eggs","free_production",3709,3,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1355",948,45,"lays eggs","free_production",3709,3,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1356",949,45,"carries malaria","free_production",4379,4,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1357",949,45,"carries malaria","free_production",4379,4,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1358",950,45,"is red","free_production",3639,5,"beetle","beetle is red",0,"beetle is red",NA,"are red"
"1359",951,45,"doesnt have beautiful feathers","free_production",5718,6,"crow","crow doesn't have beautiful feathers",0,"crow doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1360",952,45,"has wings","free_production",3274,7,"eagle","eagle has wings",0,"eagle has wings",NA,"have wings"
"1361",952,45,"has wings","free_production",3274,7,"eagle","eagle has wings",0,"eagle has wings",NA,"have wings"
"1362",953,45,"doesnt eat people","free_production",6418,8,"dog","dog doesn't eat people",0,"dog doesn't eat people",NA,"dont eat people"
"1363",954,45,"doesnt carry malaria","free_production",3761,9,"ant","ant doesn't carry malaria",0,"ant doesn't carry malaria",NA,"dont carry malaria"
